terminal id,3b17a818-7ced-4761-abae-541053c323c2,,,,,,,
terminal name,Rwinkwavu01,,,,,,,
date,s1,s2,s3,s4,s5,s6,s7,s8
1/16/2018 2:47,21.04,101.09,3.53,0,0,0,0,0
1/16/2018 3:02,21.01,101.08,3.52,0,0,0,0,0
1/16/2018 3:16,20.96,101.11,3.52,0,0,0,0,0
1/16/2018 3:31,20.93,101.09,3.51,0,0,0,0,0
1/16/2018 3:46,20.9,101.09,3.5,0,0,0,0,0
1/16/2018 4:00,20.87,101.12,3.5,0,0,0,0,0
1/16/2018 4:15,20.83,101.11,3.49,0,0,0,0,0
1/16/2018 4:30,20.8,101.14,3.48,0,0,0,0,0
1/16/2018 4:44,20.78,101.13,3.48,0,0,0,0,0
1/16/2018 4:59,20.74,101.12,3.47,0,0,0,0,0
1/16/2018 5:14,20.72,101.16,3.46,0,0,0,0,0
1/16/2018 5:28,20.68,101.15,3.45,0,0,0,0,0
1/16/2018 5:43,20.66,101.14,3.45,0,0,0,0,0
1/16/2018 5:58,20.64,101.14,3.44,0,0,0,0,0
1/16/2018 6:12,20.6,101.17,3.43,0,0,0,0,0
1/16/2018 6:27,20.58,101.16,3.42,0,0,0,0,0
1/16/2018 6:42,20.56,101.15,3.41,0,0,0,0,0
1/16/2018 6:57,20.54,101.15,3.4,0,0,0,0,0
1/16/2018 7:11,20.54,101.15,3.39,0,0,0,0,0
1/16/2018 7:26,20.54,101.17,3.38,0,0,0,0,0
1/16/2018 7:41,20.54,101.15,3.37,0,0,0,0,0
1/16/2018 7:55,20.56,101.15,3.36,0,0,0,0,0
1/16/2018 8:10,20.6,101.12,3.34,0,0,0,0,0
1/16/2018 8:25,20.62,101.13,3.34,0,0,0,0,0
1/16/2018 8:39,20.66,101.1,3.32,0,0,0,0,0
1/16/2018 8:54,20.72,101.08,3.31,0,0,0,0,0
1/16/2018 9:09,20.79,101.05,3.29,0,0,0,0,0
1/16/2018 9:24,20.87,100.99,3.28,0,0,0,0,0
1/16/2018 9:38,20.95,100.93,3.27,0,0,0,0,0
1/16/2018 9:53,21.06,100.88,3.25,0,0,0,0,0
1/16/2018 10:08,21.17,100.83,3.23,0,0,0,0,0
1/16/2018 10:22,21.3,100.79,3.22,0,0,0,0,0
1/16/2018 10:37,21.44,100.69,3.2,0,0,0,0,0
1/16/2018 10:52,21.57,100.63,3.19,0,0,0,0,0
1/16/2018 11:06,21.72,100.54,3.16,0,0,0,0,0
1/16/2018 11:21,21.86,100.43,3.14,0,0,0,0,0
1/16/2018 11:36,22,100.37,3.11,0,0,0,0,0
1/16/2018 11:51,22.13,100.28,3.09,0,0,0,0,0
1/16/2018 12:05,22.26,100.18,3.04,0,0,0,0,0
1/16/2018 12:20,22.37,100.1,3.01,0,0,0,0,0
1/16/2018 12:35,22.5,100.01,2.98,0,0,0,0,0
1/16/2018 12:50,22.59,99.96,2.93,0,0,0,0,0
1/19/2018 6:10,21.58,99.63,3.61,0,0,0,0,0
1/19/2018 6:24,21.54,100.28,3.6,0,0,0,0,0
1/19/2018 6:39,21.52,100.99,3.6,0,0,0,0,0
1/19/2018 6:54,21.5,101,3.6,0,0,0,0,0
1/19/2018 7:08,21.46,101.04,3.6,0,0,0,0,0
1/19/2018 7:23,21.46,101.08,3.6,0,0,0,0,0
1/19/2018 7:38,21.46,101.17,3.6,0,0,0,0,0
1/19/2018 8:07,21.46,101.45,3.6,0,0,0,0,0
1/19/2018 8:22,21.48,101.5,3.6,0,0,0,0,0
1/19/2018 8:37,21.51,101.55,3.6,0,0,0,0,0
1/19/2018 8:51,21.54,101.6,3.59,0,0,0,0,0
1/19/2018 9:06,21.58,101.62,3.59,0,0,0,0,0
1/19/2018 9:21,21.65,101.66,3.59,0,0,0,0,0
1/19/2018 9:35,21.72,101.65,3.59,0,0,0,0,0
